id,longitude,latitude
426,22.67542854,51.81328657
427,22.97542854,51.81328657
428,23.27542854,51.81328657
429,23.57542854,51.81328657
436,14.87542854,51.51328657
437,15.17542854,51.51328657
438,15.47542854,51.51328657
439,15.77542854,51.51328657
440,16.07542854,51.51328657
441,16.37542854,51.51328657
442,16.67542854,51.51328657
443,16.97542854,51.51328657
444,17.27542854,51.51328657
445,17.57542854,51.51328657
446,17.87542854,51.51328657
447,18.17542854,51.51328657
448,18.47542854,51.51328657
449,18.77542854,51.51328657
450,19.07542854,51.51328657
451,19.37542854,51.51328657
452,19.67542854,51.51328657
453,19.97542854,51.51328657
454,20.27542854,51.51328657
455,20.57542854,51.51328657
456,20.87542854,51.51328657
457,21.17542854,51.51328657
458,21.47542854,51.51328657
459,21.77542854,51.51328657
460,22.07542854,51.51328657
461,22.37542854,51.51328657
462,22.67542854,51.51328657
463,22.97542854,51.51328657
464,23.27542854,51.51328657
465,23.57542854,51.51328657
473,15.17542854,51.21328657
474,15.47542854,51.21328657
475,15.77542854,51.21328657
476,16.07542854,51.21328657
477,16.37542854,51.21328657
478,16.67542854,51.21328657
479,16.97542854,51.21328657
480,17.27542854,51.21328657
481,17.57542854,51.21328657
482,17.87542854,51.21328657
483,18.17542854,51.21328657
484,18.47542854,51.21328657
485,18.77542854,51.21328657
486,19.07542854,51.21328657
487,19.37542854,51.21328657
488,19.67542854,51.21328657
489,19.97542854,51.21328657
490,20.27542854,51.21328657
491,20.57542854,51.21328657
492,20.87542854,51.21328657
493,21.17542854,51.21328657
494,21.47542854,51.21328657
495,21.77542854,51.21328657
496,22.07542854,51.21328657
497,22.37542854,51.21328657
498,22.67542854,51.21328657
499,22.97542854,51.21328657
500,23.27542854,51.21328657
501,23.57542854,51.21328657
510,15.47542854,50.91328657
511,15.77542854,50.91328657
512,16.07542854,50.91328657
513,16.37542854,50.91328657
514,16.67542854,50.91328657
515,16.97542854,50.91328657
516,17.27542854,50.91328657
517,17.57542854,50.91328657
518,17.87542854,50.91328657
519,18.17542854,50.91328657
520,18.47542854,50.91328657
521,18.77542854,50.91328657
522,19.07542854,50.91328657
523,19.37542854,50.91328657
524,19.67542854,50.91328657
525,19.97542854,50.91328657
526,20.27542854,50.91328657
527,20.57542854,50.91328657
528,20.87542854,50.91328657
529,21.17542854,50.91328657
530,21.47542854,50.91328657
531,21.77542854,50.91328657
532,22.07542854,50.91328657
533,22.37542854,50.91328657
534,22.67542854,50.91328657
535,22.97542854,50.91328657
536,23.27542854,50.91328657
537,23.57542854,50.91328657
538,23.87542854,50.91328657
550,16.67542854,50.61328657
551,16.97542854,50.61328657
552,17.27542854,50.61328657
553,17.57542854,50.61328657
554,17.87542854,50.61328657
555,18.17542854,50.61328657
556,18.47542854,50.61328657
557,18.77542854,50.61328657
558,19.07542854,50.61328657
559,19.37542854,50.61328657
560,19.67542854,50.61328657
561,19.97542854,50.61328657
562,20.27542854,50.61328657
563,20.57542854,50.61328657
564,20.87542854,50.61328657
565,21.17542854,50.61328657
566,21.47542854,50.61328657
567,21.77542854,50.61328657
568,22.07542854,50.61328657
569,22.37542854,50.61328657
570,22.67542854,50.61328657
571,22.97542854,50.61328657
572,23.27542854,50.61328657
573,23.57542854,50.61328657
574,23.87542854,50.61328657
586,16.67542854,50.31328657
587,16.97542854,50.31328657
588,17.27542854,50.31328657
589,17.57542854,50.31328657
590,17.87542854,50.31328657
591,18.17542854,50.31328657
592,18.47542854,50.31328657
593,18.77542854,50.31328657
594,19.07542854,50.31328657
595,19.37542854,50.31328657
596,19.67542854,50.31328657
597,19.97542854,50.31328657
598,20.27542854,50.31328657
599,20.57542854,50.31328657
600,20.87542854,50.31328657
601,21.17542854,50.31328657
602,21.47542854,50.31328657
603,21.77542854,50.31328657
604,22.07542854,50.31328657
605,22.37542854,50.31328657
606,22.67542854,50.31328657
607,22.97542854,50.31328657
608,23.27542854,50.31328657
609,23.57542854,50.31328657
626,17.87542854,50.01328657
627,18.17542854,50.01328657
628,18.47542854,50.01328657
629,18.77542854,50.01328657
630,19.07542854,50.01328657
631,19.37542854,50.01328657
632,19.67542854,50.01328657
633,19.97542854,50.01328657
634,20.27542854,50.01328657
635,20.57542854,50.01328657
636,20.87542854,50.01328657
637,21.17542854,50.01328657
638,21.47542854,50.01328657
639,21.77542854,50.01328657
640,22.07542854,50.01328657
641,22.37542854,50.01328657
642,22.67542854,50.01328657
643,22.97542854,50.01328657
665,18.77542854,49.71328657
666,19.07542854,49.71328657
667,19.37542854,49.71328657
668,19.67542854,49.71328657
669,19.97542854,49.71328657
670,20.27542854,49.71328657
671,20.57542854,49.71328657
672,20.87542854,49.71328657
673,21.17542854,49.71328657
674,21.47542854,49.71328657
675,21.77542854,49.71328657
676,22.07542854,49.71328657
677,22.37542854,49.71328657
678,22.67542854,49.71328657
705,19.97542854,49.41328657
706,20.27542854,49.41328657
707,20.57542854,49.41328657
708,20.87542854,49.41328657
711,21.77542854,49.41328657
712,22.07542854,49.41328657
713,22.37542854,49.41328657
714,22.67542854,49.41328657
750,22.67542854,49.11328657
